43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,38,39,40,43,43,43,43,43,38,39,39,39,40,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43
43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,43,57,58,59,43,43,43,43,43,43,57,58,59,43,43,43,43,43,57,58,58,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,199,200,201,43,43,38,39,40,43,43,43,199,200,201,43,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,57,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,218,219,220,43,43,57,58,59,43,43,43,218,219,220,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43
43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,199,200,200,201,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,39,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,38,39,40,43,43,43,43
43,43,43,57,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,218,219,219,220,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,57,58,58,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43
43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,57,58,59,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,38,39,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
